filepath,prob_real,prob_fake,prediction,confidence,load_error,target
/data/SONICS/EvalSet/-00LQHKG4kI.mp3,0.9406808540225029,0.0593191459774971,real,0.9406808540225029,,1
/data/SONICS/EvalSet/-0sQO3HwoRs.mp3,0.9722571074962616,0.027742892503738403,real,0.9722571074962616,,1
/data/SONICS/EvalSet/-DdWTeiU6dw.mp3,0.9593070484697819,0.040692951530218124,real,0.9593070484697819,,1
/data/SONICS/EvalSet/-N7QW-5snrM.mp3,0.9498557522892952,0.0501442477107048,real,0.9498557522892952,,1
/data/SONICS/EvalSet/-NNXv_89OX0.mp3,0.9492946341633797,0.05070536583662033,real,0.9492946341633797,,1
/data/SONICS/EvalSet/-NZtpapVHmA.mp3,0.9688561670482159,0.031143832951784134,real,0.9688561670482159,,1
/data/SONICS/EvalSet/04WRI-0odjk.mp3,0.88661690056324,0.11338309943675995,real,0.88661690056324,,1
/data/SONICS/EvalSet/0V8wRr6aIsU.mp3,0.90764020383358,0.09235979616641998,real,0.90764020383358,,1
/data/SONICS/EvalSet/0mAKzXKRCL0.mp3,0.9644556008279324,0.03554439917206764,real,0.9644556008279324,,1
/data/SONICS/EvalSet/11Nw_Es-erg.mp3,0.9532750435173512,0.04672495648264885,real,0.9532750435173512,,1
/data/SONICS/EvalSet/1Ct6rWj4Sos.mp3,0.953966099768877,0.04603390023112297,real,0.953966099768877,,1
/data/SONICS/EvalSet/1HujO3vWIMk.mp3,0.9071478396654129,0.0928521603345871,real,0.9071478396654129,,1
/data/SONICS/EvalSet/1aQd99zfIRo.mp3,0.8219034224748611,0.17809657752513885,real,0.8219034224748611,,1
/data/SONICS/EvalSet/1pljc8Pe63Y.mp3,0.8899121284484863,0.11008787155151367,real,0.8899121284484863,,1
/data/SONICS/EvalSet/1rAgFjkvbOs.mp3,0.9347534328699112,0.0652465671300888,real,0.9347534328699112,,1
/data/SONICS/EvalSet/1rhq4puGK6M.mp3,0.8875949159264565,0.11240508407354355,real,0.8875949159264565,,1
/data/SONICS/EvalSet/1w4lX5lRUvY.mp3,0.9503188468515873,0.049681153148412704,real,0.9503188468515873,,1
/data/SONICS/EvalSet/2EqhbumNkOE.mp3,0.7429815828800201,0.25701841711997986,real,0.7429815828800201,,1
/data/SONICS/EvalSet/2EyeYlPhzLc.mp3,0.9500414803624153,0.049958519637584686,real,0.9500414803624153,,1
/data/SONICS/EvalSet/2MMfquRR4GI.mp3,0.9249592795968056,0.07504072040319443,real,0.9249592795968056,,1
/data/SONICS/EvalSet/2W059J3YJZc.mp3,0.9436599016189575,0.05634009838104248,real,0.9436599016189575,,1
/data/SONICS/EvalSet/2ZzUpDlQVzU.mp3,0.9668514803051949,0.033148519694805145,real,0.9668514803051949,,1
/data/SONICS/EvalSet/2akRoGO8PaQ.mp3,0.9032942056655884,0.09670579433441162,real,0.9032942056655884,,1
/data/SONICS/EvalSet/2hDRxBpyHbc.mp3,0.9434518665075302,0.05654813349246979,real,0.9434518665075302,,1
/data/SONICS/EvalSet/2rLwjYdwL68.mp3,0.9334308132529259,0.06656918674707413,real,0.9334308132529259,,1
/data/SONICS/EvalSet/2sE1_hQvFQw.mp3,0.9523973427712917,0.04760265722870827,real,0.9523973427712917,,1
/data/SONICS/EvalSet/3-OTPB2Vz70.mp3,0.9630224481225014,0.03697755187749863,real,0.9630224481225014,,1
/data/SONICS/EvalSet/3AwJEQyqRnM.mp3,0.9586152844130993,0.04138471558690071,real,0.9586152844130993,,1
/data/SONICS/EvalSet/3CUr0bnDCfM.mp3,0.9326989278197289,0.06730107218027115,real,0.9326989278197289,,1
/data/SONICS/EvalSet/3D8NSSi9uhY.mp3,0.9630919359624386,0.03690806403756142,real,0.9630919359624386,,1
/data/SONICS/EvalSet/3XPob6_frcc.mp3,0.8955226764082909,0.10447732359170914,real,0.8955226764082909,,1
/data/SONICS/EvalSet/3YV8OLGrcfw.mp3,0.9325762242078781,0.06742377579212189,real,0.9325762242078781,,1
/data/SONICS/EvalSet/3ZKyfu2bNfQ.mp3,0.9325762242078781,0.06742377579212189,real,0.9325762242078781,,1
/data/SONICS/EvalSet/3dMSPFKGmAo.mp3,0.8480936139822006,0.15190638601779938,real,0.8480936139822006,,1
/data/SONICS/EvalSet/3yHDUM78VrQ.mp3,0.9119668826460838,0.08803311735391617,real,0.9119668826460838,,1
/data/SONICS/EvalSet/3ztNrQAp0Y4.mp3,0.9322068616747856,0.06779313832521439,real,0.9322068616747856,,1
/data/SONICS/EvalSet/44D8yeuPJLE.mp3,0.9403530620038509,0.05964693799614906,real,0.9403530620038509,,1
/data/SONICS/EvalSet/44Dwz--ASGI.mp3,0.9497626386582851,0.05023736134171486,real,0.9497626386582851,,1
/data/SONICS/EvalSet/4W5g2tU1urM.mp3,0.9599877297878265,0.04001227021217346,real,0.9599877297878265,,1
/data/SONICS/EvalSet/4wRnDa7GdzQ.mp3,0.92303916066885,0.07696083933115005,real,0.92303916066885,,1
/data/SONICS/EvalSet/5Jbo_eZUoRM.mp3,0.810328871011734,0.189671128988266,real,0.810328871011734,,1
/data/SONICS/EvalSet/5vwY9aYihEU.mp3,0.9451974034309387,0.05480259656906128,real,0.9451974034309387,,1
/data/SONICS/EvalSet/5wKcUJE4ztQ.mp3,0.8571713417768478,0.14282865822315216,real,0.8571713417768478,,1
/data/SONICS/EvalSet/61NOzpbHLOE.mp3,0.9168570935726166,0.08314290642738342,real,0.9168570935726166,,1
/data/SONICS/EvalSet/6DLQwB-_RTU.mp3,0.37125062942504883,0.6287493705749512,fake,0.6287493705749512,,1
/data/SONICS/EvalSet/6Rb6-1bVA2U.mp3,0.9595351628959179,0.04046483710408211,real,0.9595351628959179,,1
/data/SONICS/EvalSet/6_-G6YvOPpg.mp3,0.9647888652980328,0.03521113470196724,real,0.9647888652980328,,1
/data/SONICS/EvalSet/71yNPezW7Ko.mp3,0.9222025498747826,0.07779745012521744,real,0.9222025498747826,,1
/data/SONICS/EvalSet/74stsDcAXYI.mp3,0.9662834592163563,0.03371654078364372,real,0.9662834592163563,,1
/data/SONICS/EvalSet/7DBB_j7fro8.mp3,0.9683812335133553,0.031618766486644745,real,0.9683812335133553,,1
/data/SONICS/EvalSet/7FPlAKE5Jsk.mp3,0.8864204064011574,0.11357959359884262,real,0.8864204064011574,,1
/data/SONICS/EvalSet/7I7X2c3zNX0.mp3,0.9586152844130993,0.04138471558690071,real,0.9586152844130993,,1
/data/SONICS/EvalSet/7T6OUph9AcU.mp3,0.9051547572016716,0.0948452427983284,real,0.9051547572016716,,1
