song_id,label,prediction,prediction_label,confidence,real_prob,fake_prob
-00LQHKG4kI,real,1,real,0.9999988079071045,0.9999988079071045,1.248270905307436e-06
-0sQO3HwoRs,real,1,real,0.9999947547912598,0.9999947547912598,5.214498287386959e-06
-DdWTeiU6dw,real,1,real,0.9999996423721313,0.9999996423721313,3.9278620533877984e-07
-N7QW-5snrM,real,1,real,0.9999970197677612,0.9999970197677612,2.9944410471216543e-06
-NNXv_89OX0,real,1,real,0.9999992847442627,0.9999992847442627,7.690377969993278e-07
-NZtpapVHmA,real,1,real,0.999997615814209,0.999997615814209,2.3320744730881415e-06
04WRI-0odjk,real,1,real,0.9999977350234985,0.9999977350234985,2.2603242086915998e-06
0V8wRr6aIsU,real,1,real,0.9999963045120239,0.9999963045120239,3.7266393064783188e-06
0mAKzXKRCL0,real,1,real,0.9999992847442627,0.9999992847442627,7.453770081156108e-07
11Nw_Es-erg,real,1,real,0.9999706745147705,0.9999706745147705,2.9311537218745798e-05
1Ct6rWj4Sos,real,1,real,0.9999979734420776,0.9999979734420776,2.0500258415268036e-06
1HujO3vWIMk,real,1,real,0.9999996423721313,0.9999996423721313,3.4798929959833913e-07
1aQd99zfIRo,real,1,real,0.99988853931427,0.99988853931427,0.00011147904297104105
1pljc8Pe63Y,real,1,real,0.9999994039535522,0.9999994039535522,6.450700880122895e-07
1rAgFjkvbOs,real,1,real,0.9999986886978149,0.9999986886978149,1.3235969618108356e-06
1rhq4puGK6M,real,1,real,0.9999995231628418,0.9999995231628418,5.244383487479354e-07
1w4lX5lRUvY,real,1,real,0.9999020099639893,0.9999020099639893,9.79976830421947e-05
2EqhbumNkOE,real,1,real,0.9999995231628418,0.9999995231628418,4.450850212833757e-07
2EyeYlPhzLc,real,1,real,0.9999737739562988,0.9999737739562988,2.6172339858021587e-05
2MMfquRR4GI,real,1,real,0.9999874830245972,0.9999874830245972,1.2557797163026407e-05
2W059J3YJZc,real,1,real,0.9999920129776001,0.9999920129776001,8.013499609660357e-06
2ZzUpDlQVzU,real,1,real,0.9998780488967896,0.9998780488967896,0.00012195717135909945
2akRoGO8PaQ,real,1,real,0.9999997615814209,0.9999997615814209,2.96490611617628e-07
2hDRxBpyHbc,real,1,real,0.9999998807907104,0.9999998807907104,9.970062819775194e-08
2rLwjYdwL68,real,1,real,0.9999899864196777,0.9999899864196777,1.0011975064116996e-05
2sE1_hQvFQw,real,1,real,0.9999992847442627,0.9999992847442627,7.029574362604762e-07
3-OTPB2Vz70,real,1,real,0.9999986886978149,0.9999986886978149,1.2929357353641535e-06
3AwJEQyqRnM,real,1,real,0.9999960660934448,0.9999960660934448,3.875090442306828e-06
3CUr0bnDCfM,real,1,real,0.9999417066574097,0.9999417066574097,5.829126530443318e-05
3D8NSSi9uhY,real,1,real,0.9999698400497437,0.9999698400497437,3.0124059776426293e-05
3XPob6_frcc,real,1,real,0.9999995231628418,0.9999995231628418,4.775065463036299e-07
3YV8OLGrcfw,real,1,real,0.9996330738067627,0.9996330738067627,0.00036686257226392627
3ZKyfu2bNfQ,real,1,real,0.9999897480010986,0.9999897480010986,1.0289513738825917e-05
3dMSPFKGmAo,real,1,real,0.9999991655349731,0.9999991655349731,8.680364658175677e-07
3yHDUM78VrQ,real,1,real,0.9999996423721313,0.9999996423721313,3.943235356018704e-07
3ztNrQAp0Y4,real,1,real,0.9998745918273926,0.9998745918273926,0.00012533750850707293
44D8yeuPJLE,real,1,real,0.9999747276306152,0.9999747276306152,2.5268229364883155e-05
44Dwz--ASGI,real,1,real,0.9999991655349731,0.9999991655349731,8.059445235630847e-07
4W5g2tU1urM,real,1,real,0.9999991655349731,0.9999991655349731,8.028025035855535e-07
4wRnDa7GdzQ,real,1,real,0.9999674558639526,0.9999674558639526,3.25717956002336e-05
5Jbo_eZUoRM,real,1,real,0.999997615814209,0.999997615814209,2.341201934541459e-06
5vwY9aYihEU,real,1,real,0.9999793767929077,0.9999793767929077,2.0623421733034775e-05
5wKcUJE4ztQ,real,1,real,0.9999065399169922,0.9999065399169922,9.351046901429072e-05
61NOzpbHLOE,real,1,real,0.9999980926513672,0.9999980926513672,1.8812094140230329e-06
6DLQwB-_RTU,real,1,real,0.9999980926513672,0.9999980926513672,1.8885722283812356e-06
6Rb6-1bVA2U,real,1,real,0.9999972581863403,0.9999972581863403,2.747854296103469e-06
6_-G6YvOPpg,real,1,real,0.9999960660934448,0.9999960660934448,3.905483481503325e-06
71yNPezW7Ko,real,1,real,0.9999788999557495,0.9999788999557495,2.1112482500029728e-05
74stsDcAXYI,real,1,real,0.9999960660934448,0.9999960660934448,3.890257630700944e-06
7DBB_j7fro8,real,1,real,0.999997615814209,0.999997615814209,2.368799187024706e-06
7FPlAKE5Jsk,real,1,real,0.9999972581863403,0.9999972581863403,2.791126462398097e-06
7I7X2c3zNX0,real,1,real,0.9999963045120239,0.9999963045120239,3.7266393064783188e-06
7T6OUph9AcU,real,1,real,0.9999935626983643,0.9999935626983643,6.464239504566649e-06
7nseS15h0Y8,real,1,real,0.9999986886978149,0.9999986886978149,1.2778726841133903e-06
7qvkRmtKx0c,real,1,real,0.9999673366546631,0.9999673366546631,3.269927037763409e-05
7tUzhodl_rw,real,1,real,0.9999986886978149,0.9999986886978149,1.3339780480237096e-06
80uO7DKu9ck,real,1,real,0.9999891519546509,0.9999891519546509,1.086788597604027e-05
87u5Sw553U4,real,1,real,0.9999827146530151,0.9999827146530151,1.7231572201126255e-05
8EeKwJjBavE,real,1,real,0.999995231628418,0.999995231628418,4.729346528620226e-06
8M8vOor4Z80,real,1,real,0.9995253086090088,0.9995253086090088,0.0004747042548842728
8O3C6yf0FaI,real,1,real,0.9999943971633911,0.9999943971633911,5.616233465843834e-06
8QAa59bMDqQ,real,1,real,0.9999994039535522,0.9999994039535522,5.604466082331783e-07
8aclQZse9ZA,real,1,real,0.9999985694885254,0.9999985694885254,1.4708222124681924e-06
8y6AfQr7HZU,real,1,real,0.9999980926513672,0.9999980926513672,1.8812094140230329e-06
95137th6lFw,real,1,real,0.9999988079071045,0.9999988079071045,1.2289183359825984e-06
995D_29jJ1M,real,1,real,0.9999996423721313,0.9999996423721313,3.143821345474862e-07
