song_id,label,prediction,prediction_label,confidence,real_prob,fake_prob
-00LQHKG4kI,real,1,real,0.9999997615814209,0.9999997615814209,2.291101992568656e-07
-0sQO3HwoRs,real,1,real,0.9999985694885254,0.9999985694885254,1.3817098079016432e-06
-DdWTeiU6dw,real,1,real,0.9999982118606567,0.9999982118606567,1.844823827923392e-06
-N7QW-5snrM,real,1,real,0.9988840222358704,0.9988840222358704,0.0011160143185406923
-NNXv_89OX0,real,1,real,1.0,1.0,2.8231921689325645e-08
-NZtpapVHmA,real,1,real,0.9999945163726807,0.9999945163726807,5.44344084119075e-06
04WRI-0odjk,real,1,real,0.9999998807907104,0.9999998807907104,9.476410411934921e-08
0V8wRr6aIsU,real,1,real,0.9999856948852539,0.9999856948852539,1.434142905054614e-05
0mAKzXKRCL0,real,1,real,0.9996041655540466,0.9996041655540466,0.0003958875604439527
11Nw_Es-erg,real,1,real,0.9999995231628418,0.9999995231628418,4.75644895914229e-07
1Ct6rWj4Sos,real,1,real,0.9999996423721313,0.9999996423721313,3.0470960155071225e-07
1HujO3vWIMk,real,1,real,0.9993371367454529,0.9993371367454529,0.0006628098199144006
1aQd99zfIRo,real,1,real,0.9999997615814209,0.9999997615814209,2.2119547793408856e-07
1pljc8Pe63Y,real,1,real,0.9999996423721313,0.9999996423721313,3.083014519233984e-07
1rAgFjkvbOs,real,1,real,0.9998940229415894,0.9998940229415894,0.00010595991625450552
1rhq4puGK6M,real,1,real,0.9999996423721313,0.9999996423721313,4.0210085217040614e-07
1w4lX5lRUvY,real,1,real,0.9999973773956299,0.9999973773956299,2.6425859687151387e-06
2EqhbumNkOE,real,1,real,0.9999947547912598,0.9999947547912598,5.19416880706558e-06
2EyeYlPhzLc,real,1,real,0.9999881982803345,0.9999881982803345,1.1750976227631327e-05
2MMfquRR4GI,real,1,real,0.9987157583236694,0.9987157583236694,0.0012843082658946514
2W059J3YJZc,real,1,real,0.9999980926513672,0.9999980926513672,1.8520440789870918e-06
2ZzUpDlQVzU,real,1,real,0.9999997615814209,0.9999997615814209,2.2644098862656392e-07
2akRoGO8PaQ,real,1,real,0.9999914169311523,0.9999914169311523,8.630873708170839e-06
2hDRxBpyHbc,real,1,real,1.0,1.0,1.6990270523820072e-08
2rLwjYdwL68,real,1,real,0.9999998807907104,0.9999998807907104,8.201149626074766e-08
2sE1_hQvFQw,real,1,real,0.9999918937683105,0.9999918937683105,8.107959729386494e-06
3-OTPB2Vz70,real,1,real,0.999998927116394,0.999998927116394,1.1015954441973008e-06
3AwJEQyqRnM,real,1,real,0.9999788999557495,0.9999788999557495,2.1112482500029728e-05
3CUr0bnDCfM,real,1,real,0.9999867677688599,0.9999867677688599,1.32119585032342e-05
3D8NSSi9uhY,real,1,real,0.9999979734420776,0.9999979734420776,2.0823088107135845e-06
3XPob6_frcc,real,1,real,1.0,1.0,2.5306931661361887e-08
3YV8OLGrcfw,real,1,real,0.9998940229415894,0.9998940229415894,0.00010595991625450552
