song_dir,prediction,prediction_label,confidence,real_prob,fake_prob
/data/SONICS/ssep_EvalSet-pitchup/-00LQHKG4kI,1,real,0.9999966621398926,0.9999966621398926,3.379916051926557e-06
/data/SONICS/ssep_EvalSet-pitchup/-0sQO3HwoRs,1,real,0.99997878074646,0.99997878074646,2.1195111912675202e-05
/data/SONICS/ssep_EvalSet-pitchup/-DdWTeiU6dw,1,real,0.9980770349502563,0.9980770349502563,0.0019229825120419264
/data/SONICS/ssep_EvalSet-pitchup/-N7QW-5snrM,1,real,0.9676862359046936,0.9676862359046936,0.03231378272175789
/data/SONICS/ssep_EvalSet-pitchup/-NNXv_89OX0,1,real,0.9999994039535522,0.9999994039535522,5.560851263908262e-07
/data/SONICS/ssep_EvalSet-pitchup/-NZtpapVHmA,1,real,0.9999984502792358,0.9999984502792358,1.559577981424809e-06
/data/SONICS/ssep_EvalSet-pitchup/04WRI-0odjk,1,real,0.9999773502349854,0.9999773502349854,2.2650352548225783e-05
/data/SONICS/ssep_EvalSet-pitchup/0V8wRr6aIsU,1,real,0.9998574256896973,0.9998574256896973,0.00014257943257689476
/data/SONICS/ssep_EvalSet-pitchup/0mAKzXKRCL0,1,real,0.9999016523361206,0.9999016523361206,9.83811987680383e-05
/data/SONICS/ssep_EvalSet-pitchup/11Nw_Es-erg,1,real,0.9998831748962402,0.9998831748962402,0.00011682840704452246
/data/SONICS/ssep_EvalSet-pitchup/1Ct6rWj4Sos,1,real,0.99997878074646,0.99997878074646,2.1195111912675202e-05
/data/SONICS/ssep_EvalSet-pitchup/1HujO3vWIMk,1,real,0.9999072551727295,0.9999072551727295,9.278282232116908e-05
/data/SONICS/ssep_EvalSet-pitchup/1aQd99zfIRo,1,real,0.9208608865737915,0.9208608865737915,0.07913912832736969
/data/SONICS/ssep_EvalSet-pitchup/1pljc8Pe63Y,1,real,0.9999996423721313,0.9999996423721313,3.6754994425791665e-07
/data/SONICS/ssep_EvalSet-pitchup/1rAgFjkvbOs,1,real,0.9999998807907104,0.9999998807907104,7.917837763216085e-08
/data/SONICS/ssep_EvalSet-pitchup/1rhq4puGK6M,1,real,0.9999697208404541,0.9999697208404541,3.0241957574617118e-05
/data/SONICS/ssep_EvalSet-pitchup/1w4lX5lRUvY,1,real,0.9983483552932739,0.9983483552932739,0.0016517005860805511
/data/SONICS/ssep_EvalSet-pitchup/2EqhbumNkOE,1,real,0.9996711015701294,0.9996711015701294,0.0003288659790996462
/data/SONICS/ssep_EvalSet-pitchup/2EyeYlPhzLc,1,real,0.9999008178710938,0.9999008178710938,9.915272676153108e-05
/data/SONICS/ssep_EvalSet-pitchup/2MMfquRR4GI,1,real,0.9999362230300903,0.9999362230300903,6.377049430739135e-05
/data/SONICS/ssep_EvalSet-pitchup/2W059J3YJZc,1,real,0.9977699518203735,0.9977699518203735,0.0022300120908766985
/data/SONICS/ssep_EvalSet-pitchup/2ZzUpDlQVzU,1,real,0.9992068409919739,0.9992068409919739,0.0007931761210784316
/data/SONICS/ssep_EvalSet-pitchup/2akRoGO8PaQ,1,real,0.9999969005584717,0.9999969005584717,3.1015863442007685e-06
/data/SONICS/ssep_EvalSet-pitchup/2hDRxBpyHbc,1,real,0.9999679327011108,0.9999679327011108,3.206682958989404e-05
/data/SONICS/ssep_EvalSet-pitchup/2rLwjYdwL68,1,real,0.9999959468841553,0.9999959468841553,4.076954610354733e-06
/data/SONICS/ssep_EvalSet-pitchup/2sE1_hQvFQw,1,real,0.9996546506881714,0.9996546506881714,0.00034531671553850174
/data/SONICS/ssep_EvalSet-pitchup/3-OTPB2Vz70,1,real,0.9999992847442627,0.9999992847442627,6.60367447835597e-07
/data/SONICS/ssep_EvalSet-pitchup/3AwJEQyqRnM,1,real,0.9999563694000244,0.9999563694000244,4.365877975942567e-05
/data/SONICS/ssep_EvalSet-pitchup/3CUr0bnDCfM,1,real,0.9999899864196777,0.9999899864196777,9.972940461011603e-06
/data/SONICS/ssep_EvalSet-pitchup/3D8NSSi9uhY,1,real,0.9999992847442627,0.9999992847442627,7.281103080458706e-07
/data/SONICS/ssep_EvalSet-pitchup/3XPob6_frcc,1,real,0.9998804330825806,0.9998804330825806,0.00011959858238697052
/data/SONICS/ssep_EvalSet-pitchup/3YV8OLGrcfw,1,real,0.9983256459236145,0.9983256459236145,0.0016743994783610106
/data/SONICS/ssep_EvalSet-pitchup/3ZKyfu2bNfQ,1,real,0.9999995231628418,0.9999995231628418,4.3989965092805505e-07
/data/SONICS/ssep_EvalSet-pitchup/3dMSPFKGmAo,1,real,0.9999878406524658,0.9999878406524658,1.2171438356745057e-05
/data/SONICS/ssep_EvalSet-pitchup/3yHDUM78VrQ,1,real,0.9999942779541016,0.9999942779541016,5.682434675691184e-06
/data/SONICS/ssep_EvalSet-pitchup/3ztNrQAp0Y4,1,real,0.9999990463256836,0.9999990463256836,9.645892760090646e-07
/data/SONICS/ssep_EvalSet-pitchup/44D8yeuPJLE,1,real,0.999991774559021,0.999991774559021,8.2035330706276e-06
/data/SONICS/ssep_EvalSet-pitchup/44Dwz--ASGI,1,real,0.9999583959579468,0.9999583959579468,4.165958671364933e-05
/data/SONICS/ssep_EvalSet-pitchup/4W5g2tU1urM,1,real,0.999988317489624,0.999988317489624,1.1659530173346866e-05
/data/SONICS/ssep_EvalSet-pitchup/4wRnDa7GdzQ,1,real,0.9998482465744019,0.9998482465744019,0.00015177360910456628
/data/SONICS/ssep_EvalSet-pitchup/5Jbo_eZUoRM,1,real,0.9991357922554016,0.9991357922554016,0.0008642927859909832
/data/SONICS/ssep_EvalSet-pitchup/5vwY9aYihEU,1,real,0.9997757077217102,0.9997757077217102,0.00022429059026762843
/data/SONICS/ssep_EvalSet-pitchup/5wKcUJE4ztQ,1,real,0.9999895095825195,0.9999895095825195,1.0533521162869874e-05
/data/SONICS/ssep_EvalSet-pitchup/61NOzpbHLOE,1,real,0.9999994039535522,0.9999994039535522,5.873430382052902e-07
/data/SONICS/ssep_EvalSet-pitchup/6DLQwB-_RTU,1,real,0.9999964237213135,0.9999964237213135,3.569902446542983e-06
/data/SONICS/ssep_EvalSet-pitchup/6Rb6-1bVA2U,1,real,0.9999974966049194,0.9999974966049194,2.5314423055533553e-06
/data/SONICS/ssep_EvalSet-pitchup/6_-G6YvOPpg,1,real,0.9977656602859497,0.9977656602859497,0.002234362531453371
/data/SONICS/ssep_EvalSet-pitchup/71yNPezW7Ko,1,real,0.9989738464355469,0.9989738464355469,0.001026206649839878
/data/SONICS/ssep_EvalSet-pitchup/74stsDcAXYI,1,real,0.9998691082000732,0.9998691082000732,0.0001308397768298164
/data/SONICS/ssep_EvalSet-pitchup/7DBB_j7fro8,1,real,0.9999876022338867,0.9999876022338867,1.2411495845299214e-05
/data/SONICS/ssep_EvalSet-pitchup/7FPlAKE5Jsk,1,real,0.9999995231628418,0.9999995231628418,4.3647631287058175e-07
/data/SONICS/ssep_EvalSet-pitchup/7I7X2c3zNX0,1,real,0.9999145269393921,0.9999145269393921,8.547616744181141e-05
/data/SONICS/ssep_EvalSet-pitchup/7T6OUph9AcU,1,real,0.9999518394470215,0.9999518394470215,4.813724444829859e-05
/data/SONICS/ssep_EvalSet-pitchup/7nseS15h0Y8,1,real,0.9989697933197021,0.9989697933197021,0.0010302190203219652
/data/SONICS/ssep_EvalSet-pitchup/7qvkRmtKx0c,1,real,0.9563496708869934,0.9563496708869934,0.04365027695894241
/data/SONICS/ssep_EvalSet-pitchup/7tUzhodl_rw,1,real,0.9996243715286255,0.9996243715286255,0.0003755592042580247
/data/SONICS/ssep_EvalSet-pitchup/80uO7DKu9ck,1,real,0.9999560117721558,0.9999560117721558,4.400118632474914e-05
/data/SONICS/ssep_EvalSet-pitchup/87u5Sw553U4,1,real,0.9999895095825195,0.9999895095825195,1.0533521162869874e-05
/data/SONICS/ssep_EvalSet-pitchup/8EeKwJjBavE,1,real,0.9998326301574707,0.9998326301574707,0.00016734049131628126
/data/SONICS/ssep_EvalSet-pitchup/8M8vOor4Z80,1,real,0.9999634027481079,0.9999634027481079,3.6621306207962334e-05
/data/SONICS/ssep_EvalSet-pitchup/8O3C6yf0FaI,1,real,0.9999239444732666,0.9999239444732666,7.602479308843613e-05
/data/SONICS/ssep_EvalSet-pitchup/8QAa59bMDqQ,1,real,0.9999194145202637,0.9999194145202637,8.061209518928081e-05
/data/SONICS/ssep_EvalSet-pitchup/8aclQZse9ZA,1,real,0.9999997615814209,0.9999997615814209,1.7983066413762572e-07
