song_dir,prediction,prediction_label,confidence,real_prob,fake_prob
/data/SONICS/ssep_EvalSet/-00LQHKG4kI,1,real,0.999832034111023,0.999832034111023,0.00016799535660538822
/data/SONICS/ssep_EvalSet/-0sQO3HwoRs,1,real,0.9991440773010254,0.9991440773010254,0.0008559006382711232
/data/SONICS/ssep_EvalSet/-DdWTeiU6dw,1,real,0.9995262622833252,0.9995262622833252,0.0004737784620374441
/data/SONICS/ssep_EvalSet/-N7QW-5snrM,1,real,0.9926256537437439,0.9926256537437439,0.0073743658140301704
/data/SONICS/ssep_EvalSet/-NNXv_89OX0,1,real,0.999985933303833,0.999985933303833,1.4009213373356033e-05
/data/SONICS/ssep_EvalSet/-NZtpapVHmA,1,real,0.9954439401626587,0.9954439401626587,0.004556113854050636
/data/SONICS/ssep_EvalSet/04WRI-0odjk,1,real,0.9985702037811279,0.9985702037811279,0.001429745345376432
/data/SONICS/ssep_EvalSet/0V8wRr6aIsU,1,real,0.9981288313865662,0.9981288313865662,0.001871210290119052
/data/SONICS/ssep_EvalSet/0mAKzXKRCL0,1,real,0.9930423498153687,0.9930423498153687,0.00695760827511549
/data/SONICS/ssep_EvalSet/11Nw_Es-erg,1,real,0.9994937181472778,0.9994937181472778,0.0005062919808551669
/data/SONICS/ssep_EvalSet/1Ct6rWj4Sos,1,real,0.9998036026954651,0.9998036026954651,0.0001964008843060583
/data/SONICS/ssep_EvalSet/1HujO3vWIMk,1,real,0.9981505274772644,0.9981505274772644,0.0018494504038244486
/data/SONICS/ssep_EvalSet/1aQd99zfIRo,1,real,0.9925969839096069,0.9925969839096069,0.007403014227747917
/data/SONICS/ssep_EvalSet/1pljc8Pe63Y,1,real,0.999189555644989,0.999189555644989,0.000810387369710952
/data/SONICS/ssep_EvalSet/1rAgFjkvbOs,1,real,0.9987381100654602,0.9987381100654602,0.0012619579210877419
/data/SONICS/ssep_EvalSet/1rhq4puGK6M,1,real,0.9972796440124512,0.9972796440124512,0.0027202784549444914
/data/SONICS/ssep_EvalSet/1w4lX5lRUvY,1,real,0.9985619187355042,0.9985619187355042,0.001438135514035821
/data/SONICS/ssep_EvalSet/2EqhbumNkOE,1,real,0.9974290728569031,0.9974290728569031,0.0025708680041134357
/data/SONICS/ssep_EvalSet/2EyeYlPhzLc,1,real,0.9984812140464783,0.9984812140464783,0.001518850913271308
/data/SONICS/ssep_EvalSet/2MMfquRR4GI,1,real,0.998039186000824,0.998039186000824,0.001960835652425885
/data/SONICS/ssep_EvalSet/2W059J3YJZc,1,real,0.9984176158905029,0.9984176158905029,0.001582341967150569
/data/SONICS/ssep_EvalSet/2ZzUpDlQVzU,1,real,0.9997219443321228,0.9997219443321228,0.0002780309587251395
/data/SONICS/ssep_EvalSet/2akRoGO8PaQ,1,real,0.9954879879951477,0.9954879879951477,0.0045120371505618095
/data/SONICS/ssep_EvalSet/2hDRxBpyHbc,1,real,0.9997918009757996,0.9997918009757996,0.00020825011597480625
/data/SONICS/ssep_EvalSet/2rLwjYdwL68,1,real,0.9998623132705688,0.9998623132705688,0.0001376546424580738
/data/SONICS/ssep_EvalSet/2sE1_hQvFQw,1,real,0.9886024594306946,0.9886024594306946,0.01139758713543415
/data/SONICS/ssep_EvalSet/3-OTPB2Vz70,1,real,0.998504638671875,0.998504638671875,0.0014953383943066
/data/SONICS/ssep_EvalSet/3AwJEQyqRnM,1,real,0.9997219443321228,0.9997219443321228,0.0002780309587251395
